,type,position,item_type,item_additionalType,item_brand_type,item_brand_name,item_model,item_bodyType,item_fuelType,item_seatingCapacity,item_color,item_name,item_mainEntityOfPage,item_url,item_image,item_description,item_offers_type,item_offers_price,item_offers_priceCurrency,item_offers_itemCondition,item_offers_seller_type,item_offers_seller_homeLocation_type,item_offers_seller_homeLocation_address_type,item_offers_seller_homeLocation_address_addressLocality,item_offers_seller_homeLocation_address_addressRegion,item_offers_seller_url
175,ListItem,24,Car,Product,Thing,BMW,118i,Hatchback,Petrol - Unleaded (ULP),5,Blue,2017 BMW 118i 1.5 Sport Hatchback CKD NICE CONDITION,https://www.carlist.my/used-cars/2017-bmw-118i-1-5-sport-hatchback-ckd-nice-condition/8924439,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=80&page_size=25#listing_8924439,['https://img1.icarcdn.com/9344298/thumb-l_used-car-carlist-bmw-1-series-118i-sport-hatchback-malaysia_000009344298_3953e421_5dfc_4d4e_938c_a7cba3640f07.png.webp?smia=xTM'],20 years award-winning company in used vehicle industry  we will always be ...,Offer,87888,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Selangor,https://www.carlist.my/dealer/78123c89-bd42-439a-b5aa-41e89696e1cf
176,ListItem,25,Car,Product,Thing,BMW,X1,SUV,Petrol - Unleaded (ULP),5,Grey,2018 BMW X1 2.0 sDrive20i Sport Line SUV (A) FULL SERVICE RECORD REVERSE CAMERA,https://www.carlist.my/used-cars/2018-bmw-x1-2-0-sdrive20i-sport-line-suv-a-full-service-record-reverse-camera/9361374,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=80&page_size=25#listing_9361374,['https://img1.icarcdn.com/4731639/thumb-l_used-car-carlist-bmw-x-x1-sdrive20i-sport-line-suv-malaysia_000004731639_a17f7e07_60ba_4554_bb23_9d2050829a71.jpg.webp?smia=xTM'],"Wss auto sdn bhd   in wss auto ,  we guarantee that the cars we sell are in ...",Offer,127900,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Serdang,Selangor,https://www.carlist.my/dealer/70adb9d6-9624-4e14-8a68-ce058220679f
177,ListItem,1,Car,Product,Thing,BMW,320i,Sedan,Petrol - Unleaded (ULP),5,White,2014 BMW 320i 2.0 Sport Line ORIGINAL MILEAGE,https://www.carlist.my/used-cars/2014-bmw-320i-2-0-sport-line-original-mileage/9421166,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9421166,['https://img1.icarcdn.com/6611249/thumb-l_used-car-carlist-bmw-3-series-320i-sport-line-sedan-malaysia_000006611249_4ab56566_4440_4988_8048_639792cbcd69.jpg.webp?smia=xTM'],鈽戯笍 year make 2013  鈽戯笍 reg date: 29/08/2013  鈽戯笍 bmw 320i 2.0 sport line (ckd)  ...,Offer,92800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/589ae8e0-8923-45e8-94b7-f5f695a2ffec
178,ListItem,2,Car,Product,Thing,BMW,528i,Sedan,Petrol - Unleaded (ULP),5,Black,2015 BMW 528i 2.0 M Sport Sedan-CKD BRAND NEW- FULL SERVICE RECORD HISTORY- GIVEN 1YEAR WARRANTY-PREMIUM LEATHER SEAT-4NEW TYRE CONTINENTAL-HIGH LOAN,https://www.carlist.my/used-cars/2015-bmw-528i-2-0-m-sport-sedan-ckd-brand-new-full-service-record-history-given-1year-warranty-premium-leather-seat-4new-tyre-continental-high-loan/9021583,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9021583,['https://img1.icarcdn.com/3851209/thumb-l_used-car-carlist-bmw-5-series-528i-m-sport-sedan-malaysia_000003851209_f1ea7a5b_8b09_4041_8adb_9d46793a667d.jpg.webp?smia=xTM'],@@@ bmw 528 2.0 m-sport facelift-twin power turbo @@@ @@@ premium leather seat ...,Offer,149888,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Salak Selatan,Kuala Lumpur,https://www.carlist.my/dealer/fdc4823c-3c2d-4142-8dca-23b388416edd
179,ListItem,3,Car,Product,Thing,BMW,740Li,Sedan,Petrol - Unleaded (ULP),5,White,2016 BMW 740Li G12 3.0 M SPORT (PETROL) PANAROMIC ROOF,https://www.carlist.my/used-cars/2016-bmw-740li-g12-3-0-m-sport-petrol-panaromic-roof/9257784,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9257784,['https://img1.icarcdn.com/4877529/thumb-l_used-car-carlist-bmw-7-series-740li-m-sport-sedan-malaysia_000004877529_42089177_cd1e_4f00_8011_57a7b1155387.jpeg.webp?smia=xTM'],"Red autosport sdn bhd in red autosport , we guarantee that the cars we sell are ...",Offer,243900,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Seri Kembangan,Selangor,https://www.carlist.my/dealer/c8ed0d0b-d2e7-4892-bb3d-db5349fb9985
180,ListItem,4,Car,Product,Thing,BMW,218i,Sedan,Petrol - Unleaded (ULP),5,Blue,2020 BMW 218i (A) 1.5 M Sport (On the road price) Quality cars with no hidden fees,https://www.carlist.my/used-cars/2020-bmw-218i-a-1-5-m-sport-on-the-road-price-quality-cars-with-no-hidden-fees/9233172?carsome=true,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9233172,['https://img1.icarcdn.com/2713329/thumb-l_used-car-carlist-bmw-2-series-218i-m-sport-sedan-malaysia_4e668634e000aafb8f5428432f96d488_97db72c9_d2e0_402a_bba1_2e1c1cff5ddf_000002713329_82011309_917d_48fc_8bb2_21b97503f633.jpg.webp?smia=xTM'],Carsome certified cars are inclusive of:  掳 free 1-year extended warranty 掳 ...,Offer,187900,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Petaling Jaya,Selangor,https://www.carlist.my/dealer/884d69f2-3482-45f8-bfaa-000e436866e4
181,ListItem,5,Car,Product,Thing,BMW,218i,Sedan,Petrol - Unleaded (ULP),5,Blue,2022 BMW 218i 1.5 M Sport Sedan,https://www.carlist.my/used-cars/2022-bmw-218i-1-5-m-sport-sedan/9411841,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9411841,['https://img1.icarcdn.com/1481149/thumb-l_used-car-carlist-bmw-2-series-218i-m-sport-sedan-malaysia_000001481149_65fbb5c5_6628_4384_a524_6e479e9dc3ba.jpeg.webp?smia=xTM'],"Model : bmw 218i gran coupe m sport  year : 2022  mileage : 6,300km  engine ...",Offer,199800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Jalan Kuching,Kuala Lumpur,https://www.carlist.my/dealer/b2ed29d4-0623-4078-a157-294c830cbfd3
182,ListItem,6,Car,Product,Thing,BMW,318i,Sedan,Petrol - Unleaded (ULP),5,Black,2019 BMW 318i 1.5 M PERFORMANCE EDITION RARE UNIT & BMW FULL SERVICE RECORD 50KM ONLY WARRANTY TILL 2023,https://www.carlist.my/used-cars/2019-bmw-318i-1-5-m-performance-edition-rare-unit-bmw-full-service-record-50km-only-warranty-till-2023/9347508,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9347508,['https://img1.icarcdn.com/8057439/thumb-l_used-car-carlist-bmw-3-series-318i-luxury-sedan-malaysia_000008057439_1e3b34d8_3d53_4d6c_bd5d_b50d37641d95.jpeg.webp?smia=xTM'],Asalamualaikum. 丕賱爻賻賾賱丕賻賲購 毓賻賱賻賷賿賰購賲賿 賵賻乇賻丨賿賲賻丞購 丕賱賱賴賽 賵賻亘賻乇賻賰賻丕鬲購賴購    *** my ...,Offer,122800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Kajang,Selangor,https://www.carlist.my/dealer/myautocitytrading
183,ListItem,7,Car,Product,Thing,BMW,330e,Sedan,Hybrid,5,Black,2017 BMW 330e 2.0 M Sport Sedan,https://www.carlist.my/used-cars/2017-bmw-330e-2-0-m-sport-sedan/9389441,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9389441,['https://img1.icarcdn.com/1449839/thumb-l_used-car-carlist-bmw-3-series-330e-m-sport-sedan-malaysia_000001449839_0a41693b_0245_4535_bdb4_203d163160de.jpg.webp?smia=xTM'],鉀﹗v moto sdn bhd (since 2007)鉀  馃殫bmw 330e m-sport馃殫  馃搳engine 184hp 290nm  馃搳motor ...,Offer,134800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/668a0a63-e73e-4e4e-a8aa-abd446420040
184,ListItem,8,Car,Product,Thing,BMW,730Li,Sedan,Petrol - Unleaded (ULP),5,Black,2012 BMW 730Li 3.0 (A) SUNROOF VIP OWNER CAR KING FULL SPEC VERSION,https://www.carlist.my/used-cars/2012-bmw-730li-3-0-a-sunroof-vip-owner-car-king-full-spec-version/7581775,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_7581775,['https://img1.icarcdn.com/5771857/thumb-l_used-car-carlist-bmw-7-series-730li-sedan-malaysia_000005771857_130a92cb_53ff_4407_872a_135815537538.jpg?smia=xTM'],2012 bmw 730li 3.0 (a) sunroof vip owner car king full spec version    #### ...,Offer,61800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Cheras,Kuala Lumpur,https://www.carlist.my/dealer/rsinstant
185,ListItem,9,Car,Product,Thing,BMW,X3,SUV,Petrol - Unleaded (ULP),5,White,2019 BMW X3 2.0 xDrive30i Luxury (A) BMW PREMIUM SELECTION,https://www.carlist.my/used-cars/2019-bmw-x3-2-0-xdrive30i-luxury-a-bmw-premium-selection/9418449,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9418449,['https://img1.icarcdn.com/9448149/thumb-l_used-car-carlist-bmw-x-x3-xdrive30i-luxury-suv-malaysia_6b834eaebb725759a2f41c5138f13a7b_LQcDlELmmBun5uxk27rCzL_000009448149_051be460_b85e_4b77_957a_b21b8c31a017.jpeg.webp?smia=xTM'],Bmw x3 30i luxury  鈨#colour: black/black鉁  鈨#year make : 2019鉁  鈨#register date ...,Offer,245800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Bukit Mertajam,Penang,https://www.carlist.my/dealer/tiansiangpremiumauto
186,ListItem,10,Car,Product,Thing,BMW,316i,Sedan,Petrol - Unleaded (ULP),5,Grey,2013 BMW 316i 1.6 Sedan #Accident/Flood Free #Promotion #FirstComeFirstServe,https://www.carlist.my/used-cars/2013-bmw-316i-1-6-sedan-accident-flood-free-promotion-firstcomefirstserve/9418411,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9418411,['https://img1.icarcdn.com/1148149/thumb-l_used-car-carlist-bmw-3-series-316i-sedan-malaysia_000001148149_3acfe083_3a94_4fa4_9cd1_3aadb1b583e9.jpeg.webp?smia=xTM'],馃敟get the best deal ever馃敟    joey min 馃摬 ****   joey min 馃摬 ****     鉃 free 1-3 ...,Offer,66000,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/joeymin
187,ListItem,11,Car,Product,Thing,BMW,328i,Sedan,Petrol - Unleaded (ULP),5,Black,2013 BMW 328i 2.0 M Sport Sedan,https://www.carlist.my/used-cars/2013-bmw-328i-2-0-m-sport-sedan/9079284,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9079284,['https://img1.icarcdn.com/4829709/thumb-l_used-car-carlist-bmw-3-series-328i-m-sport-sedan-malaysia_000004829709_5fecf0b3_cc16_4eb4_a85c_295282a671e5.jpg.webp?smia=xTM'],Bmw 328i 2.0 msport 2013 year rm10xxxx offer馃摙offer馃摙offer馃摙  1鈨year warranty ...,Offer,109800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/yapautosinar
188,ListItem,12,Car,Product,Thing,BMW,550i,Sedan,Petrol - Unleaded (ULP),5,White,2010 BMW 550i 4.4 Sedan,https://www.carlist.my/used-cars/2010-bmw-550i-4-4-sedan/8836358,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_8836358,['https://img1.icarcdn.com/8536388/thumb-l_used-car-carlist-bmw-5-series-550i-sedan-malaysia_000008536388_8f7ef1e1_733d_4663_83bc_9eaa1bb4a324.jpg.webp?smia=xTM'],* true year made 2010 ( view to believe )  * 1 vvip dato owner  * 100% ...,Offer,118000,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Jln Ampang,Kuala Lumpur,
189,ListItem,13,Car,Product,Thing,BMW,530i,Sedan,Petrol - Unleaded (ULP),5,Grey,2019 BMW 530i (A) 2.0 M Sport (On the road price) Quality cars with no hidden fees,https://www.carlist.my/used-cars/2019-bmw-530i-a-2-0-m-sport-on-the-road-price-quality-cars-with-no-hidden-fees/9232845?carsome=true,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9232845,['https://img1.icarcdn.com/5482329/thumb-l_used-car-carlist-bmw-5-series-530i-m-sport-sedan-malaysia_4e668634e000aafb8f5428432f96d488_97db72c9_d2e0_402a_bba1_2e1c1cff5ddf_000005482329_29406a2c_55c8_4936_97fa_6c420e01abb0.jpg.webp?smia=xTM'],Carsome certified cars are inclusive of:  掳 free 1-year extended warranty 掳 ...,Offer,275900,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Petaling Jaya,Selangor,https://www.carlist.my/dealer/884d69f2-3482-45f8-bfaa-000e436866e4
190,ListItem,14,Car,Product,Thing,BMW,X3,SUV,Petrol - Unleaded (ULP),5,Silver,2006/2011 BMW X3 2.5 SUV,https://www.carlist.my/used-cars/2006-2011-bmw-x3-2-5-suv/9408977,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9408977,['https://img1.icarcdn.com/7798049/thumb-l_used-car-carlist-bmw-x-x3-suv-malaysia_000007798049_bbb4b805_a451_4a5a_89a7_b38f798bfbc6.jpg.webp?smia=xTM'],饾悊饾悗饾悗饾悆 饾悅饾悗饾悕饾悆饾悎饾悡饾悎饾悗饾悕 !  饾悂饾悁饾悕饾悆饾悎饾悕饾悊饾悐饾悁饾悕 饾悋饾悁饾悜饾悊饾悁 饾悆饾悁饾悕 饾悙饾悢饾悁饾悑饾悎饾悡饾悩 饾悐饾悇饾悜饾悇饾悡饾悁 饾悐饾悁饾悓饾悎.    馃殫 鈥硷笍low in ...,Offer,28800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/3559d11c-8322-4739-9f08-faec0a6c75cc
191,ListItem,15,Car,Product,Thing,BMW,523i,Sedan,Petrol - Unleaded (ULP),5,White,2007 BMW 523i 2.5 Sedan,https://www.carlist.my/used-cars/2007-bmw-523i-2-5-sedan/9411088,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9411088,['https://img1.icarcdn.com/8801149/thumb-l_used-car-carlist-bmw-5-series-523i-sedan-malaysia_000008801149_ba096159_23c1_423b_b03e_166820f52035.jpeg.webp?smia=xTM'],饾悊饾悗饾悗饾悆 饾悅饾悗饾悕饾悆饾悎饾悡饾悎饾悗饾悕 !  饾悂饾悁饾悕饾悆饾悎饾悕饾悊饾悐饾悁饾悕 饾悋饾悁饾悜饾悊饾悁 饾悆饾悁饾悕 饾悙饾悢饾悁饾悑饾悎饾悡饾悩 饾悐饾悇饾悜饾悇饾悡饾悁 饾悐饾悁饾悓饾悎.    harga boleh nego ...,Offer,28807,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/3559d11c-8322-4739-9f08-faec0a6c75cc
192,ListItem,16,Car,Product,Thing,BMW,320i,Sedan,Petrol - Unleaded (ULP),5,Blue,2016 BMW 320i 2.0 M Sport Sedan Facelift (A) Accident Free Warranty,https://www.carlist.my/used-cars/2016-bmw-320i-2-0-m-sport-sedan-facelift-a-accident-free-warranty/8745955,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_8745955,['https://img1.icarcdn.com/5595478/thumb-l_used-car-carlist-bmw-3-series-320i-m-sport-sedan-malaysia_000005595478_8d69bf26_b44f_4281_8d52_d647db0512a7.JPG.webp?smia=xTM'],Please call our professional sales consultant ~~  jonathan - ****  dilla - **** ...,Offer,115800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/48997f5f-8caf-407d-a1c7-9baadb279b4c
193,ListItem,17,Car,Product,Thing,BMW,X5,SUV,Hybrid,5,Grey,"August 2018 BMW X5 xDRIVE 40e (A) F15 Local Original M sport, Petrol model, Plug in hybrid, Twin power turbo Brand New by BMW MALAYSIA",https://www.carlist.my/used-cars/august-2018-bmw-x5-xdrive-40e-a-f15-local-original-m-sport-petrol-model-plug-in-hybrid-twin-power-turbo-brand-new-by-bmw-malaysia/9268388,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9268388,['https://img1.icarcdn.com/8838629/thumb-l_used-car-carlist-bmw-x-x5-xdrive40e-m-sport-suv-malaysia_000008838629_683dd57e_ac76_4adb_9f29_423d39f4fd65.jpg.webp?smia=xTM'],*** premium car selection! ***   tiptop condition! full service record by bmw ...,Offer,198000,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Greenlane,Penang,https://www.carlist.my/dealer/trinityauto
194,ListItem,18,Car,Product,Thing,BMW,330i,Sedan,Petrol - Unleaded (ULP),5,Black,"June 2021 BMW 330i (A) G20 Latest current Model, Original M Sport High Spec Turbo Petrol CKD Local Brand New by BMW Malaysia  mileage 7k KM",https://www.carlist.my/used-cars/june-2021-bmw-330i-a-g20-latest-current-model-original-m-sport-high-spec-turbo-petrol-ckd-local-brand-new-by-bmw-malaysia-mileage-7k-km/9259627,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9259627,['https://img1.icarcdn.com/7269529/thumb-l_used-car-carlist-bmw-3-series-330i-m-sport-driving-assist-pack-sedan-malaysia_000007269529_3cd8a1a3_3fff_4137_926f_d6f0ec12b800.jpg.webp?smia=xTM'],*** premium selection! ****  *** car king! very low mileage 7k km! almost like ...,Offer,263800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Greenlane,Penang,https://www.carlist.my/dealer/trinityauto
195,ListItem,19,Car,Product,Thing,BMW,320i,Sedan,Petrol - Unleaded (ULP),5,White,2014 BMW 320i 2.0 Sport Line Sedan,https://www.carlist.my/used-cars/2014-bmw-320i-2-0-sport-line-sedan/9416262,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9416262,['https://img1.icarcdn.com/2626149/thumb-l_used-car-carlist-bmw-3-series-320i-sport-line-sedan-malaysia_000002626149_6e512c4e_c67f_4f83_850b_c35fde3aac48.jpeg.webp?smia=xTM'],"馃殫 model : bmw 320i sport-line 2.0  馃殫 year : 2014  馃挼 body price : rm9x,8xx  馃搧 ...",Offer,92800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/fbfe295e-a4d0-4e54-a1ad-6a576cba3feb
196,ListItem,20,Car,Product,Thing,BMW,320i,Sedan,Petrol - Unleaded (ULP),5,Grey,BMW 320i 2.0 FACELIFT (CKD) (A) SPORTS LCI 1 OWNER,https://www.carlist.my/used-cars/bmw-320i-2-0-facelift-ckd-a-sports-lci-1-owner/8560641,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_8560641,['https://img1.icarcdn.com/1460658/thumb-l_used-car-carlist-bmw-3-series-320i-sports-sedan-malaysia_000001460658_dc9de06c_5a50_419c_8739_8bedbd7937c3.png.webp?smia=xTM'],Bmw 320i e90 new facelift model 2000c.c auto sedan offer  sell below market  ...,Offer,33900,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Sungai Besi,Kuala Lumpur,https://www.carlist.my/dealer/brianck
197,ListItem,21,Car,Product,Thing,BMW,X4,SUV,Petrol - Unleaded (ULP),5,White,2017 BMW X4 2.0 (A) xDrive28i M Sport Full Service Record,https://www.carlist.my/used-cars/2017-bmw-x4-2-0-a-xdrive28i-m-sport-full-service-record/9401913,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9401913,['https://img1.icarcdn.com/3191049/thumb-l_used-car-carlist-bmw-x-x4-xdrive28i-m-sport-suv-malaysia_000003191049_fa175046_28fd_408a_8c37_d71c96e29ced.jpg.webp?smia=xTM'],Red autosport sdn bhd  - we provide an honest and friendly service for all our ...,Offer,179900,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Serdang,Selangor,https://www.carlist.my/dealer/8efe980e-2d35-4629-856f-077b24dafdc5
198,ListItem,22,Car,Product,Thing,BMW,X1,SUV,Petrol - Unleaded (ULP),5,White,Y 2017 BMW X1 2.0 sDrive20i CKD SUV HIGH SPEC TWIN POWER TURBO,https://www.carlist.my/used-cars/y-2017-bmw-x1-2-0-sdrive20i-ckd-suv-high-spec-twin-power-turbo/9237987,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9237987,['https://img1.icarcdn.com/7897329/thumb-l_used-car-carlist-bmw-x-x1-sdrive20i-sport-line-suv-malaysia_000007897329_824b78b3_e7e4_4096_bb99_f950c1ada719.jpg.webp?smia=xTM'],18 years award-winning company in used vehicle industry    ** car city sales & ...,Offer,116888,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Kajang,Selangor,https://www.carlist.my/dealer/carcitygroup
199,ListItem,23,Car,Product,Thing,BMW,116i,Hatchback,Petrol - Unleaded (ULP),5,White,Y 2015 BMW 116i 1.6 Hatchback ORIGINAL CONDITION,https://www.carlist.my/used-cars/y-2015-bmw-116i-1-6-hatchback-original-condition/9314093,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9314093,['https://img1.icarcdn.com/3904139/thumb-l_used-car-carlist-bmw-1-series-116i-hatchback-malaysia_000003904139_f6889763_4cff_42bc_b386_993afea108f6.jpg.webp?smia=xTM'],18 years award-winning company in used vehicle industry    ** car city sales & ...,Offer,61888,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Kajang,Selangor,https://www.carlist.my/dealer/carcitygroup
200,ListItem,24,Car,Product,Thing,BMW,528i,Sedan,Petrol - Unleaded (ULP),5,White,2012 BMW 528i 2.0 M Sport Sedan,https://www.carlist.my/used-cars/2012-bmw-528i-2-0-m-sport-sedan/7371432,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_7371432,['https://img1.icarcdn.com/2341737/thumb-l_used-car-carlist-bmw-5-series-528i-m-sport-sedan-malaysia_c9dc99ab16206b49114eeb844c956ff1_7cf30bca_fa01_49bc_932f_5838d0336e46_000002341737_6228803d_7b26_4945_8043_ee74202f81b8.jpg?smia=xTM'],Whatsapp : **** | hon     --------------------------------------------------    ...,Offer,88800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/jjpermas
201,ListItem,25,Car,Product,Thing,BMW,X5,SUV,Petrol - Unleaded (ULP),7,Black,2015 BMW X5 3.0 xDrive35i SUV,https://www.carlist.my/used-cars/2015-bmw-x5-3-0-xdrive35i-suv/9415362,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=86&page_size=25#listing_9415362,['https://img1.icarcdn.com/2635149/thumb-l_used-car-carlist-bmw-x-x5-xdrive35i-suv-malaysia_000002635149_36e636eb_a4dd_4ed5_8432_596b3f79d02d.jpeg.webp?smia=xTM'],#NAME?,Offer,167800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/jersin1113
202,ListItem,1,Car,Product,Thing,BMW,530e,Sedan,Hybrid,5,Blue,2019 BMW 530e 2.0 Sport Line iPerformance Sedan,https://www.carlist.my/used-cars/2019-bmw-530e-2-0-sport-line-iperformance-sedan/7396425,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=87&page_size=25#listing_7396425,['https://img1.icarcdn.com/5246937/thumb-l_used-car-carlist-bmw-5-series-530e-sport-line-iperformance-sedan-malaysia_000005246937_71bc36e3_cc35_42ec_a708_3a2597e82059.jpg?smia=xTM'],For sale :    2019 bmw 530e sport bluestone metallic. 300hp luxury hybrid ...,Offer,240800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Shah Alam,Selangor,https://www.carlist.my/dealer/804612c4-6e2b-49d7-827c-f2d8d8ac55be
203,ListItem,2,Car,Product,Thing,BMW,X5,SUV,Petrol - Unleaded (ULP),7,Black,2015/2016 BMW X5 3.0 xDrive35i SUV,https://www.carlist.my/used-cars/2015-2016-bmw-x5-3-0-xdrive35i-suv/9412399,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=87&page_size=25#listing_9412399,['https://img1.icarcdn.com/9932149/thumb-l_used-car-carlist-bmw-x-x5-xdrive35i-suv-malaysia_000009932149_d8c86c3e_91cf_4a7b_a72d_64fbe5df27b2.jpeg.webp?smia=xTM'],Full service record at auto bavaria   super low mileage   condition like new ...,Offer,168800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Johor Bahru,Johor,https://www.carlist.my/dealer/Dewenlee2
204,ListItem,3,Car,Product,Thing,BMW,120i,Hatchback,Petrol - Unleaded (ULP),5,Black,2016 Premium Selection BMW 120i 1.6 M Sport Hatchback by Sime Darby Auto Selection,https://www.carlist.my/used-cars/2016-premium-selection-bmw-120i-1-6-m-sport-hatchback-by-sime-darby-auto-selection/9414151,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=87&page_size=25#listing_9414151,['https://img1.icarcdn.com/1514149/thumb-l_used-car-carlist-bmw-1-series-120i-m-sport-hatchback-malaysia_000001514149_5181ad70_5aa4_41ff_a18d_f3a08b5405cc.jpg.webp?smia=xTM'],Sime darby auto selection is delighted to introduce this 2016 bmw 120i 1.6 m ...,Offer,118800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Shah Alam,Selangor,https://www.carlist.my/dealer/804612c4-6e2b-49d7-827c-f2d8d8ac55be
205,ListItem,4,Car,Product,Thing,BMW,320d,Sedan,Diesel,5,White,2015 Premium Selection BMW 320d 2.0 M Sport Sedan by Sime Darby Auto Selection,https://www.carlist.my/used-cars/2015-premium-selection-bmw-320d-2-0-m-sport-sedan-by-sime-darby-auto-selection/9414051,https://www.carlist.my/used-cars-for-sale/bmw/malaysia?page_number=87&page_size=25#listing_9414051,['https://img1.icarcdn.com/1504149/thumb-l_used-car-carlist-bmw-3-series-320d-m-sport-sedan-malaysia_000001504149_9bfbcbee_278e_4119_ac52_ebf6c4f09c8c.jpg.webp?smia=xTM'],Sime darby auto selection is delighted to introduce this 2015 bmw 320d 2.0 m ...,Offer,125800,MYR,http://schema.org/UsedCondition,Person,Place,PostalAddress,Shah Alam,Selangor,https://www.carlist.my/dealer/804612c4-6e2b-49d7-827c-f2d8d8ac55be
